id,nome,tipo_nome,genero,raca,cultura_subraca,regiao_primaria,regioes_compativeis,status,fonte_base,fonte_url,observacao
FRN03382,Zaeriel,nome,feminino,Elfo,Elfo do Sol,Evermeet / Evereska,Silverymoon; Western Heartlands; ancient elven enclaves,gerado_compativel,Forgotten Realms Campaign Setting / Races of Faerûn — sun elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03383,Saeriel,nome,feminino,Elfo,Elfo do Sol,Evermeet / Evereska,Silverymoon; Western Heartlands; ancient elven enclaves,gerado_compativel,Forgotten Realms Campaign Setting / Races of Faerûn — sun elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03384,Vaeriel,nome,feminino,Elfo,Elfo do Sol,Evermeet / Evereska,Silverymoon; Western Heartlands; ancient elven enclaves,gerado_compativel,Forgotten Realms Campaign Setting / Races of Faerûn — sun elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03385,Amaniel,nome,feminino,Elfo,Elfo do Sol,Evermeet / Evereska,Silverymoon; Western Heartlands; ancient elven enclaves,gerado_compativel,Forgotten Realms Campaign Setting / Races of Faerûn — sun elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03386,Caemara,nome,feminino,Elfo,Elfo do Sol,Evermeet / Evereska,Silverymoon; Western Heartlands; ancient elven enclaves,gerado_compativel,Forgotten Realms Campaign Setting / Races of Faerûn — sun elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03387,Ilyriel,nome,feminino,Elfo,Elfo do Sol,Evermeet / Evereska,Silverymoon; Western Heartlands; ancient elven enclaves,gerado_compativel,Forgotten Realms Campaign Setting / Races of Faerûn — sun elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03388,Vaemara,nome,feminino,Elfo,Elfo do Sol,Evermeet / Evereska,Silverymoon; Western Heartlands; ancient elven enclaves,gerado_compativel,Forgotten Realms Campaign Setting / Races of Faerûn — sun elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03389,Saeniel,nome,feminino,Elfo,Elfo do Sol,Evermeet / Evereska,Silverymoon; Western Heartlands; ancient elven enclaves,gerado_compativel,Forgotten Realms Campaign Setting / Races of Faerûn — sun elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03390,Arimara,nome,feminino,Elfo,Elfo do Sol,Evermeet / Evereska,Silverymoon; Western Heartlands; ancient elven enclaves,gerado_compativel,Forgotten Realms Campaign Setting / Races of Faerûn — sun elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03391,Caeniel,nome,feminino,Elfo,Elfo do Sol,Evermeet / Evereska,Silverymoon; Western Heartlands; ancient elven enclaves,gerado_compativel,Forgotten Realms Campaign Setting / Races of Faerûn — sun elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03392,Zaemara,nome,feminino,Elfo,Elfo do Sol,Evermeet / Evereska,Silverymoon; Western Heartlands; ancient elven enclaves,gerado_compativel,Forgotten Realms Campaign Setting / Races of Faerûn — sun elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03393,Elamara,nome,feminino,Elfo,Elfo do Sol,Evermeet / Evereska,Silverymoon; Western Heartlands; ancient elven enclaves,gerado_compativel,Forgotten Realms Campaign Setting / Races of Faerûn — sun elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03394,Braespire,sobrenome,neutro,Elfo,Elfo do Sol,Evermeet / Evereska,Silverymoon; Western Heartlands; ancient elven enclaves,gerado_compativel,Forgotten Realms Campaign Setting / Races of Faerûn — sun elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03395,Laelith,sobrenome,neutro,Elfo,Elfo do Sol,Evermeet / Evereska,Silverymoon; Western Heartlands; ancient elven enclaves,gerado_compativel,Forgotten Realms Campaign Setting / Races of Faerûn — sun elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03396,Aellith,sobrenome,neutro,Elfo,Elfo do Sol,Evermeet / Evereska,Silverymoon; Western Heartlands; ancient elven enclaves,gerado_compativel,Forgotten Realms Campaign Setting / Races of Faerûn — sun elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03397,Highglade,sobrenome,neutro,Elfo,Elfo do Sol,Evermeet / Evereska,Silverymoon; Western Heartlands; ancient elven enclaves,gerado_compativel,Forgotten Realms Campaign Setting / Races of Faerûn — sun elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03398,Calagen,sobrenome,neutro,Elfo,Elfo do Sol,Evermeet / Evereska,Silverymoon; Western Heartlands; ancient elven enclaves,gerado_compativel,Forgotten Realms Campaign Setting / Races of Faerûn — sun elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03399,Starthir,sobrenome,neutro,Elfo,Elfo do Sol,Evermeet / Evereska,Silverymoon; Western Heartlands; ancient elven enclaves,gerado_compativel,Forgotten Realms Campaign Setting / Races of Faerûn — sun elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03400,Aellithar,sobrenome,neutro,Elfo,Elfo do Sol,Evermeet / Evereska,Silverymoon; Western Heartlands; ancient elven enclaves,gerado_compativel,Forgotten Realms Campaign Setting / Races of Faerûn — sun elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03401,Calasong,sobrenome,neutro,Elfo,Elfo do Sol,Evermeet / Evereska,Silverymoon; Western Heartlands; ancient elven enclaves,gerado_compativel,Forgotten Realms Campaign Setting / Races of Faerûn — sun elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03402,Aelmantle,sobrenome,neutro,Elfo,Elfo do Sol,Evermeet / Evereska,Silverymoon; Western Heartlands; ancient elven enclaves,gerado_compativel,Forgotten Realms Campaign Setting / Races of Faerûn — sun elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03403,Silverlith,sobrenome,neutro,Elfo,Elfo do Sol,Evermeet / Evereska,Silverymoon; Western Heartlands; ancient elven enclaves,gerado_compativel,Forgotten Realms Campaign Setting / Races of Faerûn — sun elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03404,Sunsong,sobrenome,neutro,Elfo,Elfo do Sol,Evermeet / Evereska,Silverymoon; Western Heartlands; ancient elven enclaves,gerado_compativel,Forgotten Realms Campaign Setting / Races of Faerûn — sun elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03405,Sunleaf,sobrenome,neutro,Elfo,Elfo do Sol,Evermeet / Evereska,Silverymoon; Western Heartlands; ancient elven enclaves,gerado_compativel,Forgotten Realms Campaign Setting / Races of Faerûn — sun elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03406,Tarngen,sobrenome,neutro,Elfo,Elfo do Sol,Evermeet / Evereska,Silverymoon; Western Heartlands; ancient elven enclaves,gerado_compativel,Forgotten Realms Campaign Setting / Races of Faerûn — sun elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03407,Silverlithar,sobrenome,neutro,Elfo,Elfo do Sol,Evermeet / Evereska,Silverymoon; Western Heartlands; ancient elven enclaves,gerado_compativel,Forgotten Realms Campaign Setting / Races of Faerûn — sun elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03408,Laesong,sobrenome,neutro,Elfo,Elfo do Sol,Evermeet / Evereska,Silverymoon; Western Heartlands; ancient elven enclaves,gerado_compativel,Forgotten Realms Campaign Setting / Races of Faerûn — sun elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03409,Laemantle,sobrenome,neutro,Elfo,Elfo do Sol,Evermeet / Evereska,Silverymoon; Western Heartlands; ancient elven enclaves,gerado_compativel,Forgotten Realms Campaign Setting / Races of Faerûn — sun elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03410,Highgen,sobrenome,neutro,Elfo,Elfo do Sol,Evermeet / Evereska,Silverymoon; Western Heartlands; ancient elven enclaves,gerado_compativel,Forgotten Realms Campaign Setting / Races of Faerûn — sun elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03411,Starglade,sobrenome,neutro,Elfo,Elfo do Sol,Evermeet / Evereska,Silverymoon; Western Heartlands; ancient elven enclaves,gerado_compativel,Forgotten Realms Campaign Setting / Races of Faerûn — sun elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03412,Tarnlithar,sobrenome,neutro,Elfo,Elfo do Sol,Evermeet / Evereska,Silverymoon; Western Heartlands; ancient elven enclaves,gerado_compativel,Forgotten Realms Campaign Setting / Races of Faerûn — sun elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03413,Calaspire,sobrenome,neutro,Elfo,Elfo do Sol,Evermeet / Evereska,Silverymoon; Western Heartlands; ancient elven enclaves,gerado_compativel,Forgotten Realms Campaign Setting / Races of Faerûn — sun elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03414,Amaruth,sobrenome,neutro,Elfo,Elfo do Sol,Evermeet / Evereska,Silverymoon; Western Heartlands; ancient elven enclaves,gerado_compativel,Forgotten Realms Campaign Setting / Races of Faerûn — sun elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03415,Laespire,sobrenome,neutro,Elfo,Elfo do Sol,Evermeet / Evereska,Silverymoon; Western Heartlands; ancient elven enclaves,gerado_compativel,Forgotten Realms Campaign Setting / Races of Faerûn — sun elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03416,Calamantle,sobrenome,neutro,Elfo,Elfo do Sol,Evermeet / Evereska,Silverymoon; Western Heartlands; ancient elven enclaves,gerado_compativel,Forgotten Realms Campaign Setting / Races of Faerûn — sun elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03417,Laegen,sobrenome,neutro,Elfo,Elfo do Sol,Evermeet / Evereska,Silverymoon; Western Heartlands; ancient elven enclaves,gerado_compativel,Forgotten Realms Campaign Setting / Races of Faerûn — sun elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03418,Carric,nome,masculino,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,oficial_dnd_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,
FRN03419,Peren,nome,masculino,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,oficial_dnd_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,
FRN03420,Rolen,nome,masculino,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,oficial_dnd_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,
FRN03421,Theren,nome,masculino,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,oficial_dnd_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,
FRN03422,Enna,nome,feminino,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,oficial_dnd_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,
FRN03423,Lia,nome,feminino,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,oficial_dnd_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,
FRN03424,Shava,nome,feminino,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,oficial_dnd_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,
FRN03425,Vadania,nome,feminino,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,oficial_dnd_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,
FRN03426,Meliamne,sobrenome,neutro,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,oficial_dnd_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,
FRN03427,Siannodel,sobrenome,neutro,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,oficial_dnd_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,
FRN03428,Liadon,sobrenome,neutro,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,oficial_dnd_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,
FRN03429,Therion,nome,masculino,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,gerado_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03430,Theriel,nome,masculino,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,gerado_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03431,Thervan,nome,masculino,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,gerado_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03432,Thereth,nome,masculino,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,gerado_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03433,Varion,nome,masculino,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,gerado_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03434,Roliel,nome,masculino,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,gerado_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03435,Galion,nome,masculino,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,gerado_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03436,Aervan,nome,masculino,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,gerado_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03437,Melion,nome,masculino,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,gerado_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03438,Sylion,nome,masculino,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,gerado_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03439,Beliel,nome,masculino,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,gerado_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03440,Iorvan,nome,masculino,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,gerado_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03441,Aereth,nome,masculino,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,gerado_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03442,Meliel,nome,masculino,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,gerado_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03443,Feniel,nome,masculino,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,gerado_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03444,Belion,nome,masculino,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,gerado_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03445,Fenion,nome,masculino,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,gerado_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03446,Periel,nome,masculino,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,gerado_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03447,Variel,nome,masculino,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,gerado_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03448,Ioreth,nome,masculino,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,gerado_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03449,Eileth,nome,masculino,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,gerado_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03450,Syliel,nome,masculino,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,gerado_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03451,Cariel,nome,masculino,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,gerado_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03452,Carion,nome,masculino,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,gerado_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03453,Galiel,nome,masculino,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,gerado_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03454,Perion,nome,masculino,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,gerado_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03455,Eilric,nome,masculino,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,gerado_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03456,Daeric,nome,masculino,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,gerado_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03457,Eilvan,nome,masculino,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,gerado_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03458,Rolion,nome,masculino,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,gerado_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03459,Daevan,nome,masculino,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,gerado_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN03460,Beleth,nome,masculino,Elfo,Elfo da Floresta,High Forest,Cormanthor; Great Dale; Tethyr; Western Heartlands,gerado_compativel,D&D Basic Rules / Races of Faerûn — wood elves,https://forgottenrealms.fandom.com/wiki/Races_of_Faer%C3%BBn,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
